5,Phyllotactic patterning
5,Percent-encoding
5,Porosome
5,Pepper mild mottle virus
5,Signal peptidase
5,Substance over form
5,Levormeloxifene
5,Deiters cells
5,Peramivir
5,MRNA destabilization
5,HMOX1
5,Nucleus raphe obscurus
5,Insulin Receptor Substrate 4
5,Nafoxidine
5,Game programming
5,Clique-sum
5,Phosphate solubilizing bacteria
5,Immunoreactive trypsinogen
5,SNAP25
5,Adenine Nucleotide Translocator 1
5,Zero-knowledge password proof
5,Y linkage
5,Opsonin Proteins
5,Bile acid conjugation
5,Non-cellular life
5,Inductive transfer
5,Big Crunch
5,SDHD
5,Xyloglucan endotransglucosylase
5,MetaCyc
5,Sketch-based modeling
5,"Psychology, Philosophy and Physiology"
5,Histone acetyltransferase activity
5,Anti-Phospholipid Syndrome
5,Lipophilic efficiency
5,Aggrephagy
5,Airy wave theory
5,Human population genetics
5,Family Comamonadaceae
5,Nociceptin receptor
5,Laparoscopic radical nephrectomy
5,Pi bond
5,Quotient category
5,Simple Modular Architecture Research Tool
5,Atrial natriuretic peptide receptor
5,Lipid-lowering therapy
5,PTCH2
5,Nintedanib
5,Differential geometry of curves
5,Least trimmed squares
5,Nitric Oxide Pathway
5,Scanning gate microscopy
5,Compensatory Hyperinsulinemia
5,Interleukin 28
5,Brachytherapy source
5,XIAP
5,STK11
5,Zero lower bound
5,Nuclear transfer
5,Epigenetic Process
5,Siderocalin
5,KH domain
5,Atmospheric-pressure laser ionization
5,Panobinostat
5,Genome browser
5,Mepolizumab
5,Koniocellular cell
5,F-scale
5,Antalarmin
5,APOBEC1
5,Momentum operator
5,Tiletamine
5,Multidrug Resistance-Associated Proteins
5,MSR1
5,Notch 3
5,GALLEX
5,Termination factor
5,Entropy (classical thermodynamics)
5,Anidulafungin
5,Thrombopoietin mimetics
5,Pregnancy-associated plasma protein A
5,Minimum bounding box algorithms
5,Floral organ abscission
5,White coat hypertension
5,Antigen processing
5,Hemolysin Proteins
5,Paleoarchean
5,Multiple Organ Dysfunction Score
5,Continuum percolation theory
5,Cholinergic anti-inflammatory pathway
5,TATA box
5,LINAC radiosurgery
5,RSVP-TE
5,G banding
5,Parental obesity
5,Konishi anomaly
5,Youla–Kucera parametrization
5,ID-based cryptography
5,Chain of trust
5,Rydberg atom
5,Conscientiousness
5,GUCY1B3
5,CRTC2
5,Raloxifene
5,CYP2C8
5,Hajos–Parrish–Eder–Sauer–Wiechert reaction
5,Thienopyridine
5,Oxygen pulse
5,Software Engineering Process Group
5,PiggyBac Transposon System
5,Hypertensive kidney disease
5,Right Colectomy
5,DFFITS
5,G1 phase
5,Spiral model
5,Histrionic personality disorder
5,Million Women Study
5,"Multiple endocrine neoplasia, type 1 (MEN 1)"
5,Full motion video
5,Lamm equation
5,Clonal anergy
5,Pathergy
5,Cost per impression
5,Catalytic receptors
5,Omega-N-Methylarginine
5,TRIF
5,Mipomersen
5,Radical Hysterectomy
5,RET Gene Mutation
5,Aminosalicylic acid
5,Visilizumab
5,Glanville fritillary
5,Inferior petrosal sinus sampling
5,ABVD
5,Aroa
5,Monte Carlo integration
5,New daily persistent headache
5,Path–goal theory
5,Telbivudine
5,Poly (ADP-Ribose) Polymerase Inhibitor
5,Hypogonadotropic hypogonadism
5,Total body potassium
5,Lattice sieving
5,Cornea verticillata
5,Datagram Congestion Control Protocol
5,NOD-like receptor
5,Chromosome microdissection
5,TATA-binding protein
5,Testicular sperm extraction
5,Heart transplants
5,Elobixibat
5,Mayo–Lewis equation
5,Globigerina bulloides
5,Scanning voltage microscopy
5,Diffuse Astrocytoma
5,XELIRI
5,Business domain
5,POLD1
5,Security through obscurity
5,ADAM17 Protein
5,Corduliidae
5,T helper 17 cell
5,Synapsin
5,Saxagliptin
5,Variance gamma process
5,MD4
5,Sphingomyelin phosphodiesterase
5,Functional manager
5,James' space
5,Cascade algorithm
5,Bronchoscopic lung volume reduction
5,MammaPrint
5,Perfect Cosmological Principle
5,Shamir's Secret Sharing
5,Anaerobic ammonium oxidation
5,Verotoxin-Producing Escherichia coli
5,SDHB
5,Graph homomorphism
5,James–Stein estimator
5,Euler–Maruyama method
5,Functional Photoacoustic Microscopy
5,Cytokine binding
5,Fiction theory
5,Retinoic acid receptor alpha
5,S phase
5,Dextransucrase activity
5,mRNA surveillance
5,Fed model
5,Eastern blot
5,DNA End-Joining Repair
5,TRPM8
5,CCAAT-Enhancer-Binding Protein-delta
5,Goodpasture syndrome
5,Cyanotoxin
5,Brassicasterol
5,Strictly singular operator
5,No-teleportation theorem
5,Isolation by distance
5,Wiener sausage
5,Dryvax
5,Adipokine
5,Biopterin
5,Probability bounds analysis
5,Oligodendrocyte differentiation
5,KDM1A
5,Paternal mtDNA transmission
5,Age-related maculopathy
5,Matrix splitting
5,Fingolimod Hydrochloride
5,Sexually dimorphic nucleus
5,PRC1 complex
5,Thelytoky
5,RAMP1
5,Dystrophin-associated protein complex
5,RNA Splicing Factors
5,Baer ring
5,Glutamate aspartate transporter
5,Leucine-responsive regulatory protein
5,Adaptive chosen-ciphertext attack
5,Bernoulli sampling
5,mtDNA control region
5,Attributable risk percent
5,Common ingroup identity
5,TG101348
5,Ionospheric dynamo region
5,Coherent information
5,MiRNA binding
5,ID3 algorithm
5,Mathematical knowledge management
5,Cobalt-mediated radical polymerization
5,High-density lipoprotein
5,CLCN7
5,Asterids
5,Any-source multicast
5,Heart Protection Study
5,Molecular term symbol
5,Linkage disequilibrium
5,Retinoic acid receptor beta
5,Selectorate theory
5,Post-transcriptional modification
5,Rociletinib
5,Modal μ-calculus
5,Diffusion Spectrum Imaging
5,NPR1
5,Maximum common subgraph isomorphism problem
5,VDAC1
5,Fluticasone furoate/vilanterol
5,Corona poling
5,Hilbert's fifth problem
5,GATA2
5,Expected linear time MST algorithm
5,Sister chromatid segregation
5,Opioid-Related Disorders
5,Bilateral Prophylactic Mastectomy
5,Above threshold ionization
5,Vertical line test
5,Analytical dynamics
5,Vorapaxar
5,Phototropin
5,iTraxx
5,Best coding practices
5,Aromatase inhibitor
5,Respiratory rate
5,R-Phase
5,DNMT3B
5,Quantum no-deleting theorem
5,Interleukin 20
5,Radical-nucleophilic aromatic substitution
5,Ectomycorrhizae
5,Iterative Viterbi decoding
5,Group A rotaviruses
5,Human mitochondrial DNA haplogroup
5,Plazomicin
5,AXIN2
5,Personal Communications Service
5,Vacuolar acidification
5,Ureotelic
5,Phrase structure grammar
5,Auxin efflux
5,Psychoticism
5,Takayasu's arteritis
5,Gleason's theorem
5,Protein neddylation
5,Factor V Leiden
5,GPS tracking server
5,Dormand–Prince method
5,Hyaloperonospora parasitica
5,Eccentric Jupiter
5,Axonal loss
5,Sperm cryopreservation
5,Cellulosome assembly
5,Grainstone
5,Juvenile osteoporosis
5,Ehrlichia ewingii
5,Sooty mangabey
5,Bell's theorem
5,Severe gingivitis
5,Cytidine deamination
5,Soluble NSF attachment protein
5,Primary Sjögren Syndrome
5,Midbrain Raphe Nuclei
5,North American Mesoscale Model
5,TCP window scale option
5,Cyclothiazide
5,Maxam–Gilbert sequencing
5,Nucleoplasmin
5,MRX complex
